Column1,Content ID,ReactionType,Datetime,Datetime,Year,Month,Content Type,Category,Sentiment,Score,count post,,Category,Sum,,,
189,0bedca96-fb76-4287-a83c-17330ed39cce,love,26/11/2020,26/11/2020 13:42,2020,11,photo,soccer,positive,65,2034,,,,,,
191,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,14/04/2021,14/04/2021 00:56,2021,4,photo,public speaking,positive,70,1974,,,,,,
192,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,21/07/2020,21/07/2020 21:27,2020,7,photo,public speaking,neutral,20,2070,,,,,,
193,b18cb63f-4c8e-44ee-a47f-541e95191d11,dislike,29/03/2021,29/03/2021 06:57,2021,3,photo,public speaking,negative,10,2012,,,,,,
194,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,20/05/2021,20/05/2021 16:11,2021,5,photo,public speaking,positive,70,2138,,,,,,
195,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,02/11/2020,02/11/2020 06:09,2020,11,photo,public speaking,positive,50,2034,,,,,,
196,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,24/10/2020,24/10/2020 15:37,2020,10,photo,public speaking,neutral,20,2056,,,,,,
197,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,07/09/2020,07/09/2020 14:42,2020,9,photo,public speaking,positive,60,2022,,,,,,
198,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,04/03/2021,04/03/2021 02:46,2021,3,photo,public speaking,negative,15,2012,,,,,,
199,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,07/01/2021,07/01/2021 14:08,2021,1,photo,public speaking,positive,72,2126,,,,,,
200,b18cb63f-4c8e-44ee-a47f-541e95191d11,peeking,06/07/2020,06/07/2020 11:18,2020,7,photo,public speaking,neutral,35,2070,,,,,,
201,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,27/03/2021,27/03/2021 04:56,2021,3,photo,public speaking,positive,50,2012,,,,,,
202,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,21/11/2020,21/11/2020 21:25,2020,11,photo,public speaking,positive,45,2034,,,,,,
203,b18cb63f-4c8e-44ee-a47f-541e95191d11,cherish,22/08/2020,22/08/2020 01:25,2020,8,photo,public speaking,positive,70,2114,,,,,,
204,b18cb63f-4c8e-44ee-a47f-541e95191d11,peeking,14/06/2021,14/06/2021 11:45,2021,6,photo,public speaking,neutral,35,2021,,,,,,
205,b18cb63f-4c8e-44ee-a47f-541e95191d11,worried,15/07/2020,15/07/2020 19:28,2020,7,photo,public speaking,negative,12,2070,,,,,,
206,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,21/03/2021,21/03/2021 14:39,2021,3,photo,public speaking,positive,45,2012,,,,,,
207,b18cb63f-4c8e-44ee-a47f-541e95191d11,super love,07/04/2021,07/04/2021 03:15,2021,4,photo,public speaking,positive,75,1974,,,,,,
208,b18cb63f-4c8e-44ee-a47f-541e95191d11,cherish,24/04/2021,24/04/2021 06:56,2021,4,photo,public speaking,positive,70,1974,,,,,,
209,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,30/09/2020,30/09/2020 14:05,2020,9,photo,public speaking,positive,60,2022,,,,,,
210,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,19/07/2020,19/07/2020 19:28,2020,7,photo,public speaking,positive,60,2070,,,,,,
211,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,21/01/2021,21/01/2021 07:08,2021,1,photo,public speaking,negative,15,2126,,,,,,
212,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,31/01/2021,31/01/2021 13:48,2021,1,photo,public speaking,negative,15,2126,,,,,,
213,b18cb63f-4c8e-44ee-a47f-541e95191d11,hate,24/12/2020,24/12/2020 03:24,2020,12,photo,public speaking,negative,5,2092,,,,,,
214,b18cb63f-4c8e-44ee-a47f-541e95191d11,disgust,27/05/2021,27/05/2021 01:44,2021,5,photo,public speaking,negative,0,2138,,,,,,
215,b18cb63f-4c8e-44ee-a47f-541e95191d11,disgust,13/02/2021,13/02/2021 04:14,2021,2,photo,public speaking,negative,0,1914,,,,,,
216,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,14/07/2020,14/07/2020 04:36,2020,7,photo,public speaking,positive,72,2070,,,,,,
217,b18cb63f-4c8e-44ee-a47f-541e95191d11,dislike,15/07/2020,15/07/2020 16:03,2020,7,photo,public speaking,negative,10,2070,,,,,,
218,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,08/10/2020,08/10/2020 17:23,2020,10,photo,public speaking,positive,50,2056,,,,,,
219,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,12/11/2020,12/11/2020 23:55,2020,11,photo,public speaking,positive,60,2034,,,,,,
220,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,21/02/2021,21/02/2021 05:01,2021,2,photo,public speaking,positive,70,1914,,,,,,
221,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,09/07/2020,09/07/2020 08:58,2020,7,photo,public speaking,positive,45,2070,,,,,,
222,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,26/06/2020,26/06/2020 23:45,2020,6,photo,public speaking,positive,72,2021,,,,,,
223,b18cb63f-4c8e-44ee-a47f-541e95191d11,worried,20/11/2020,20/11/2020 13:18,2020,11,photo,public speaking,negative,12,2034,,,,,,
224,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,29/05/2021,29/05/2021 21:34,2021,5,photo,public speaking,positive,50,2138,,,,,,
225,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,22/02/2021,22/02/2021 02:48,2021,2,photo,public speaking,neutral,20,1914,,,,,,
226,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,07/01/2021,07/01/2021 18:39,2021,1,photo,public speaking,negative,15,2126,,,,,,
227,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,01/10/2020,01/10/2020 15:10,2020,10,photo,public speaking,positive,72,2056,,,,,,
228,b18cb63f-4c8e-44ee-a47f-541e95191d11,hate,21/11/2020,21/11/2020 08:24,2020,11,photo,public speaking,negative,5,2034,,,,,,
229,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,15/04/2021,15/04/2021 13:50,2021,4,photo,public speaking,negative,15,1974,,,,,,
230,b18cb63f-4c8e-44ee-a47f-541e95191d11,love,30/06/2020,30/06/2020 01:14,2020,6,photo,public speaking,positive,65,2021,,,,,,
231,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,01/12/2020,01/12/2020 15:06,2020,12,photo,public speaking,positive,70,2092,,,,,,
232,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,07/11/2020,07/11/2020 00:47,2020,11,photo,public speaking,negative,15,2034,,,,,,
234,5118e9c5-1377-4cc5-a486-65b35b7b7b76,super love,30/06/2020,30/06/2020 13:08,2020,6,GIF,science,positive,75,2021,,,,,,
235,5118e9c5-1377-4cc5-a486-65b35b7b7b76,heart,04/08/2020,04/08/2020 03:09,2020,8,GIF,science,positive,60,2114,,,,,,
236,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,28/07/2020,28/07/2020 07:01,2020,7,GIF,science,positive,45,2070,,,,,,
237,5118e9c5-1377-4cc5-a486-65b35b7b7b76,super love,25/10/2020,25/10/2020 02:39,2020,10,GIF,science,positive,75,2056,,,,,,
238,5118e9c5-1377-4cc5-a486-65b35b7b7b76,worried,05/07/2020,05/07/2020 03:37,2020,7,GIF,science,negative,12,2070,,,,,,
239,5118e9c5-1377-4cc5-a486-65b35b7b7b76,cherish,28/04/2021,28/04/2021 15:16,2021,4,GIF,science,positive,70,1974,,,,,,
240,5118e9c5-1377-4cc5-a486-65b35b7b7b76,indifferent,31/01/2021,31/01/2021 00:54,2021,1,GIF,science,neutral,20,2126,,,,,,
241,5118e9c5-1377-4cc5-a486-65b35b7b7b76,adore,29/08/2020,29/08/2020 11:37,2020,8,GIF,science,positive,72,2114,,,,,,
242,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,15/10/2020,15/10/2020 12:09,2020,10,GIF,science,positive,45,2056,,,,,,
243,5118e9c5-1377-4cc5-a486-65b35b7b7b76,love,02/08/2020,02/08/2020 21:20,2020,8,GIF,science,positive,65,2114,,,,,,
244,5118e9c5-1377-4cc5-a486-65b35b7b7b76,scared,31/10/2020,31/10/2020 21:46,2020,10,GIF,science,negative,15,2056,,,,,,
245,5118e9c5-1377-4cc5-a486-65b35b7b7b76,heart,12/10/2020,12/10/2020 09:40,2020,10,GIF,science,positive,60,2056,,,,,,
246,5118e9c5-1377-4cc5-a486-65b35b7b7b76,want,12/12/2020,12/12/2020 12:22,2020,12,GIF,science,positive,70,2092,,,,,,
247,5118e9c5-1377-4cc5-a486-65b35b7b7b76,like,09/01/2021,09/01/2021 16:37,2021,1,GIF,science,positive,50,2126,,,,,,
248,5118e9c5-1377-4cc5-a486-65b35b7b7b76,hate,23/08/2020,23/08/2020 04:39,2020,8,GIF,science,negative,5,2114,,,,,,
249,5118e9c5-1377-4cc5-a486-65b35b7b7b76,love,22/12/2020,22/12/2020 04:20,2020,12,GIF,science,positive,65,2092,,,,,,
250,5118e9c5-1377-4cc5-a486-65b35b7b7b76,disgust,07/11/2020,07/11/2020 08:49,2020,11,GIF,science,negative,0,2034,,,,,,
251,5118e9c5-1377-4cc5-a486-65b35b7b7b76,adore,17/04/2021,17/04/2021 22:45,2021,4,GIF,science,positive,72,1974,,,,,,
252,5118e9c5-1377-4cc5-a486-65b35b7b7b76,scared,21/04/2021,21/04/2021 00:21,2021,4,GIF,science,negative,15,1974,,,,,,
253,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,19/07/2020,19/07/2020 10:33,2020,7,GIF,science,positive,45,2070,,,,,,
254,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,06/07/2020,06/07/2020 02:08,2020,7,GIF,science,positive,45,2070,,,,,,
255,5118e9c5-1377-4cc5-a486-65b35b7b7b76,love,26/03/2021,26/03/2021 05:42,2021,3,GIF,science,positive,65,2012,,,,,,
258,0be59876-d70c-486c-8e0b-a06bef7a2cd6,cherish,13/09/2020,13/09/2020 11:24,2020,9,GIF,tennis,positive,70,2022,,,,,,
259,0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried,28/01/2021,28/01/2021 21:06,2021,1,GIF,tennis,negative,12,2126,,,,,,
260,0be59876-d70c-486c-8e0b-a06bef7a2cd6,indifferent,20/01/2021,20/01/2021 01:15,2021,1,GIF,tennis,neutral,20,2126,,,,,,
261,0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,03/09/2020,03/09/2020 01:15,2020,9,GIF,tennis,positive,75,2022,,,,,,
262,0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried,09/01/2021,09/01/2021 10:46,2021,1,GIF,tennis,negative,12,2126,,,,,,
263,0be59876-d70c-486c-8e0b-a06bef7a2cd6,indifferent,19/09/2020,19/09/2020 22:29,2020,9,GIF,tennis,neutral,20,2022,,,,,,
264,0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,29/05/2021,29/05/2021 07:21,2021,5,GIF,tennis,positive,75,2138,,,,,,
265,0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried,15/05/2021,15/05/2021 19:04,2021,5,GIF,tennis,negative,12,2138,,,,,,
266,0be59876-d70c-486c-8e0b-a06bef7a2cd6,intrigued,15/08/2020,15/08/2020 12:27,2020,8,GIF,tennis,positive,45,2114,,,,,,
267,0be59876-d70c-486c-8e0b-a06bef7a2cd6,disgust,31/03/2021,31/03/2021 15:51,2021,3,GIF,tennis,negative,0,2012,,,,,,
268,0be59876-d70c-486c-8e0b-a06bef7a2cd6,peeking,15/02/2021,15/02/2021 03:32,2021,2,GIF,tennis,neutral,35,1914,,,,,,
269,0be59876-d70c-486c-8e0b-a06bef7a2cd6,scared,29/03/2021,29/03/2021 19:03,2021,3,GIF,tennis,negative,15,2012,,,,,,
270,0be59876-d70c-486c-8e0b-a06bef7a2cd6,scared,29/07/2020,29/07/2020 10:40,2020,7,GIF,tennis,negative,15,2070,,,,,,
271,0be59876-d70c-486c-8e0b-a06bef7a2cd6,hate,08/05/2021,08/05/2021 13:47,2021,5,GIF,tennis,negative,5,2138,,,,,,
272,0be59876-d70c-486c-8e0b-a06bef7a2cd6,heart,06/11/2020,06/11/2020 02:36,2020,11,GIF,tennis,positive,60,2034,,,,,,
273,0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,25/07/2020,25/07/2020 16:31,2020,7,GIF,tennis,positive,75,2070,,,,,,
274,0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried,04/12/2020,04/12/2020 00:56,2020,12,GIF,tennis,negative,12,2092,,,,,,
275,0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,22/09/2020,22/09/2020 02:08,2020,9,GIF,tennis,positive,75,2022,,,,,,
276,0be59876-d70c-486c-8e0b-a06bef7a2cd6,hate,05/07/2020,05/07/2020 05:50,2020,7,GIF,tennis,negative,5,2070,,,,,,
277,0be59876-d70c-486c-8e0b-a06bef7a2cd6,want,20/10/2020,20/10/2020 12:11,2020,10,GIF,tennis,positive,70,2056,,,,,,
278,0be59876-d70c-486c-8e0b-a06bef7a2cd6,heart,11/01/2021,11/01/2021 06:02,2021,1,GIF,tennis,positive,60,2126,,,,,,
279,0be59876-d70c-486c-8e0b-a06bef7a2cd6,want,28/02/2021,28/02/2021 07:51,2021,2,GIF,tennis,positive,70,1914,,,,,,
280,0be59876-d70c-486c-8e0b-a06bef7a2cd6,intrigued,06/12/2020,06/12/2020 13:45,2020,12,GIF,tennis,positive,45,2092,,,,,,
281,0be59876-d70c-486c-8e0b-a06bef7a2cd6,peeking,05/05/2021,05/05/2021 09:54,2021,5,GIF,tennis,neutral,35,2138,,,,,,
282,0be59876-d70c-486c-8e0b-a06bef7a2cd6,interested,27/08/2020,27/08/2020 18:36,2020,8,GIF,tennis,positive,30,2114,,,,,,
283,0be59876-d70c-486c-8e0b-a06bef7a2cd6,heart,15/10/2020,15/10/2020 01:29,2020,10,GIF,tennis,positive,60,2056,,,,,,
284,0be59876-d70c-486c-8e0b-a06bef7a2cd6,peeking,15/01/2021,15/01/2021 11:33,2021,1,GIF,tennis,neutral,35,2126,,,,,,
285,0be59876-d70c-486c-8e0b-a06bef7a2cd6,intrigued,01/03/2021,01/03/2021 20:26,2021,3,GIF,tennis,positive,45,2012,,,,,,
286,0be59876-d70c-486c-8e0b-a06bef7a2cd6,peeking,28/11/2020,28/11/2020 02:11,2020,11,GIF,tennis,neutral,35,2034,,,,,,
287,0be59876-d70c-486c-8e0b-a06bef7a2cd6,heart,26/06/2020,26/06/2020 19:05,2020,6,GIF,tennis,positive,60,2021,,,,,,
288,0be59876-d70c-486c-8e0b-a06bef7a2cd6,cherish,30/12/2020,30/12/2020 13:37,2020,12,GIF,tennis,positive,70,2092,,,,,,
289,0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,14/02/2021,14/02/2021 21:15,2021,2,GIF,tennis,positive,75,1914,,,,,,
290,0be59876-d70c-486c-8e0b-a06bef7a2cd6,cherish,27/03/2021,27/03/2021 20:07,2021,3,GIF,tennis,positive,70,2012,,,,,,
291,0be59876-d70c-486c-8e0b-a06bef7a2cd6,dislike,23/08/2020,23/08/2020 07:38,2020,8,GIF,tennis,negative,10,2114,,,,,,
292,0be59876-d70c-486c-8e0b-a06bef7a2cd6,heart,09/11/2020,09/11/2020 08:23,2020,11,GIF,tennis,positive,60,2034,,,,,,
293,0be59876-d70c-486c-8e0b-a06bef7a2cd6,hate,12/05/2021,12/05/2021 20:45,2021,5,GIF,tennis,negative,5,2138,,,,,,
294,0be59876-d70c-486c-8e0b-a06bef7a2cd6,hate,15/04/2021,15/04/2021 13:23,2021,4,GIF,tennis,negative,5,1974,,,,,,
295,0be59876-d70c-486c-8e0b-a06bef7a2cd6,peeking,16/08/2020,16/08/2020 22:58,2020,8,GIF,tennis,neutral,35,2114,,,,,,
296,0be59876-d70c-486c-8e0b-a06bef7a2cd6,disgust,11/09/2020,11/09/2020 16:22,2020,9,GIF,tennis,negative,0,2022,,,,,,
297,0be59876-d70c-486c-8e0b-a06bef7a2cd6,intrigued,13/04/2021,13/04/2021 01:43,2021,4,GIF,tennis,positive,45,1974,,,,,,
298,0be59876-d70c-486c-8e0b-a06bef7a2cd6,cherish,13/12/2020,13/12/2020 15:59,2020,12,GIF,tennis,positive,70,2092,,,,,,
299,0be59876-d70c-486c-8e0b-a06bef7a2cd6,dislike,03/12/2020,03/12/2020 08:08,2020,12,GIF,tennis,negative,10,2092,,,,,,
300,0be59876-d70c-486c-8e0b-a06bef7a2cd6,disgust,13/10/2020,13/10/2020 16:31,2020,10,GIF,tennis,negative,0,2056,,,,,,
301,0be59876-d70c-486c-8e0b-a06bef7a2cd6,want,04/12/2020,04/12/2020 10:04,2020,12,GIF,tennis,positive,70,2092,,,,,,
302,0be59876-d70c-486c-8e0b-a06bef7a2cd6,peeking,25/01/2021,25/01/2021 11:00,2021,1,GIF,tennis,neutral,35,2126,,,,,,
303,0be59876-d70c-486c-8e0b-a06bef7a2cd6,hate,04/05/2021,04/05/2021 19:40,2021,5,GIF,tennis,negative,5,2138,,,,,,
304,0be59876-d70c-486c-8e0b-a06bef7a2cd6,disgust,23/07/2020,23/07/2020 19:31,2020,7,GIF,tennis,negative,0,2070,,,,,,
306,81abd65a-3b76-4574-a0a7-db6bf7184ae2,love,06/01/2021,06/01/2021 06:08,2021,1,video,food,positive,65,2126,,,,,,
307,81abd65a-3b76-4574-a0a7-db6bf7184ae2,worried,21/10/2020,21/10/2020 03:48,2020,10,video,food,negative,12,2056,,,,,,
308,81abd65a-3b76-4574-a0a7-db6bf7184ae2,worried,23/02/2021,23/02/2021 22:36,2021,2,video,food,negative,12,1914,,,,,,
309,81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love,26/01/2021,26/01/2021 01:00,2021,1,video,food,positive,75,2126,,,,,,
310,81abd65a-3b76-4574-a0a7-db6bf7184ae2,peeking,18/12/2020,18/12/2020 14:07,2020,12,video,food,neutral,35,2092,,,,,,
311,81abd65a-3b76-4574-a0a7-db6bf7184ae2,indifferent,23/05/2021,23/05/2021 23:27,2021,5,video,food,neutral,20,2138,,,,,,
312,81abd65a-3b76-4574-a0a7-db6bf7184ae2,worried,31/10/2020,31/10/2020 03:17,2020,10,video,food,negative,12,2056,,,,,,
313,81abd65a-3b76-4574-a0a7-db6bf7184ae2,indifferent,20/02/2021,20/02/2021 20:02,2021,2,video,food,neutral,20,1914,,,,,,
314,81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love,28/10/2020,28/10/2020 13:14,2020,10,video,food,positive,75,2056,,,,,,
315,81abd65a-3b76-4574-a0a7-db6bf7184ae2,peeking,30/08/2020,30/08/2020 00:08,2020,8,video,food,neutral,35,2114,,,,,,
316,81abd65a-3b76-4574-a0a7-db6bf7184ae2,disgust,08/12/2020,08/12/2020 13:12,2020,12,video,food,negative,0,2092,,,,,,
317,81abd65a-3b76-4574-a0a7-db6bf7184ae2,scared,04/11/2020,04/11/2020 21:06,2020,11,video,food,negative,15,2034,,,,,,
318,81abd65a-3b76-4574-a0a7-db6bf7184ae2,scared,24/08/2020,24/08/2020 13:48,2020,8,video,food,negative,15,2114,,,,,,
319,81abd65a-3b76-4574-a0a7-db6bf7184ae2,disgust,05/01/2021,05/01/2021 13:15,2021,1,video,food,negative,0,2126,,,,,,
320,81abd65a-3b76-4574-a0a7-db6bf7184ae2,adore,28/02/2021,28/02/2021 09:21,2021,2,video,food,positive,72,1914,,,,,,
321,81abd65a-3b76-4574-a0a7-db6bf7184ae2,dislike,22/09/2020,22/09/2020 04:09,2020,9,video,food,negative,10,2022,,,,,,
322,81abd65a-3b76-4574-a0a7-db6bf7184ae2,disgust,08/11/2020,08/11/2020 02:43,2020,11,video,food,negative,0,2034,,,,,,
323,81abd65a-3b76-4574-a0a7-db6bf7184ae2,love,26/10/2020,26/10/2020 11:48,2020,10,video,food,positive,65,2056,,,,,,
324,81abd65a-3b76-4574-a0a7-db6bf7184ae2,heart,04/11/2020,04/11/2020 14:58,2020,11,video,food,positive,60,2034,,,,,,
325,81abd65a-3b76-4574-a0a7-db6bf7184ae2,love,31/05/2021,31/05/2021 01:24,2021,5,video,food,positive,65,2138,,,,,,
326,81abd65a-3b76-4574-a0a7-db6bf7184ae2,peeking,07/03/2021,07/03/2021 06:31,2021,3,video,food,neutral,35,2012,,,,,,
327,81abd65a-3b76-4574-a0a7-db6bf7184ae2,intrigued,17/06/2021,17/06/2021 23:27,2021,6,video,food,positive,45,2021,,,,,,
328,81abd65a-3b76-4574-a0a7-db6bf7184ae2,intrigued,27/07/2020,27/07/2020 23:54,2020,7,video,food,positive,45,2070,,,,,,
329,81abd65a-3b76-4574-a0a7-db6bf7184ae2,disgust,19/04/2021,19/04/2021 01:45,2021,4,video,food,negative,0,1974,,,,,,
330,81abd65a-3b76-4574-a0a7-db6bf7184ae2,like,05/10/2020,05/10/2020 13:55,2020,10,video,food,positive,50,2056,,,,,,
331,81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love,28/09/2020,28/09/2020 08:49,2020,9,video,food,positive,75,2022,,,,,,
332,81abd65a-3b76-4574-a0a7-db6bf7184ae2,dislike,25/02/2021,25/02/2021 04:02,2021,2,video,food,negative,10,1914,,,,,,
333,81abd65a-3b76-4574-a0a7-db6bf7184ae2,heart,24/12/2020,24/12/2020 22:31,2020,12,video,food,positive,60,2092,,,,,,
334,81abd65a-3b76-4574-a0a7-db6bf7184ae2,heart,15/06/2021,15/06/2021 12:15,2021,6,video,food,positive,60,2021,,,,,,
335,81abd65a-3b76-4574-a0a7-db6bf7184ae2,dislike,03/05/2021,03/05/2021 23:10,2021,5,video,food,negative,10,2138,,,,,,
336,81abd65a-3b76-4574-a0a7-db6bf7184ae2,intrigued,12/02/2021,12/02/2021 04:23,2021,2,video,food,positive,45,1914,,,,,,
337,81abd65a-3b76-4574-a0a7-db6bf7184ae2,adore,31/08/2020,31/08/2020 00:39,2020,8,video,food,positive,72,2114,,,,,,
338,81abd65a-3b76-4574-a0a7-db6bf7184ae2,indifferent,11/01/2021,11/01/2021 08:47,2021,1,video,food,neutral,20,2126,,,,,,
339,81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love,02/08/2020,02/08/2020 20:28,2020,8,video,food,positive,75,2114,,,,,,
340,81abd65a-3b76-4574-a0a7-db6bf7184ae2,disgust,18/10/2020,18/10/2020 12:49,2020,10,video,food,negative,0,2056,,,,,,
341,81abd65a-3b76-4574-a0a7-db6bf7184ae2,peeking,28/03/2021,28/03/2021 08:08,2021,3,video,food,neutral,35,2012,,,,,,
342,81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love,11/02/2021,11/02/2021 04:02,2021,2,video,food,positive,75,1914,,,,,,
343,81abd65a-3b76-4574-a0a7-db6bf7184ae2,heart,12/08/2020,12/08/2020 23:43,2020,8,video,food,positive,60,2114,,,,,,
344,81abd65a-3b76-4574-a0a7-db6bf7184ae2,scared,07/01/2021,07/01/2021 02:48,2021,1,video,food,negative,15,2126,,,,,,
345,81abd65a-3b76-4574-a0a7-db6bf7184ae2,interested,27/10/2020,27/10/2020 03:58,2020,10,video,food,positive,30,2056,,,,,,
346,81abd65a-3b76-4574-a0a7-db6bf7184ae2,scared,19/02/2021,19/02/2021 00:55,2021,2,video,food,negative,15,1914,,,,,,
347,81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love,08/06/2021,08/06/2021 10:45,2021,6,video,food,positive,75,2021,,,,,,
348,81abd65a-3b76-4574-a0a7-db6bf7184ae2,like,18/10/2020,18/10/2020 04:17,2020,10,video,food,positive,50,2056,,,,,,
349,81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love,05/11/2020,05/11/2020 13:54,2020,11,video,food,positive,75,2034,,,,,,
350,81abd65a-3b76-4574-a0a7-db6bf7184ae2,intrigued,16/08/2020,16/08/2020 12:12,2020,8,video,food,positive,45,2114,,,,,,
351,81abd65a-3b76-4574-a0a7-db6bf7184ae2,scared,14/10/2020,14/10/2020 14:55,2020,10,video,food,negative,15,2056,,,,,,
352,81abd65a-3b76-4574-a0a7-db6bf7184ae2,peeking,01/04/2021,01/04/2021 12:04,2021,4,video,food,neutral,35,1974,,,,,,
353,81abd65a-3b76-4574-a0a7-db6bf7184ae2,like,25/09/2020,25/09/2020 06:17,2020,9,video,food,positive,50,2022,,,,,,
355,e6ee2244-9382-49a9-8cbf-fa54aaaa2392,intrigued,03/03/2021,03/03/2021 18:40,2021,3,audio,travel,positive,45,2012,,,,,,
357,7ffd0a82-4a0a-4527-a4d6-e251b756bac7,interested,30/10/2020,30/10/2020 03:52,2020,10,GIF,fitness,positive,30,2056,,,,,,
358,7ffd0a82-4a0a-4527-a4d6-e251b756bac7,like,12/02/2021,12/02/2021 05:48,2021,2,GIF,fitness,positive,50,1914,,,,,,
359,7ffd0a82-4a0a-4527-a4d6-e251b756bac7,disgust,08/02/2021,08/02/2021 03:28,2021,2,GIF,fitness,negative,0,1914,,,,,,
360,7ffd0a82-4a0a-4527-a4d6-e251b756bac7,interested,02/04/2021,02/04/2021 07:49,2021,4,GIF,fitness,positive,30,1974,,,,,,
361,7ffd0a82-4a0a-4527-a4d6-e251b756bac7,worried,30/06/2020,30/06/2020 05:53,2020,6,GIF,fitness,negative,12,2021,,,,,,
362,7ffd0a82-4a0a-4527-a4d6-e251b756bac7,worried,22/10/2020,22/10/2020 23:10,2020,10,GIF,fitness,negative,12,2056,,,,,,
363,7ffd0a82-4a0a-4527-a4d6-e251b756bac7,indifferent,16/06/2021,16/06/2021 13:46,2021,6,GIF,fitness,neutral,20,2021,,,,,,
364,7ffd0a82-4a0a-4527-a4d6-e251b756bac7,cherish,10/08/2020,10/08/2020 13:42,2020,8,GIF,fitness,positive,70,2114,,,,,,
366,f332d362-dc48-46c2-a64b-641157c0987e,adore,26/07/2020,26/07/2020 19:34,2020,7,GIF,soccer,positive,72,2070,,,,,,
367,f332d362-dc48-46c2-a64b-641157c0987e,interested,12/12/2020,12/12/2020 15:31,2020,12,GIF,soccer,positive,30,2092,,,,,,
368,f332d362-dc48-46c2-a64b-641157c0987e,want,21/08/2020,21/08/2020 15:22,2020,8,GIF,soccer,positive,70,2114,,,,,,
369,f332d362-dc48-46c2-a64b-641157c0987e,indifferent,31/05/2021,31/05/2021 20:37,2021,5,GIF,soccer,neutral,20,2138,,,,,,
370,f332d362-dc48-46c2-a64b-641157c0987e,indifferent,14/02/2021,14/02/2021 06:00,2021,2,GIF,soccer,neutral,20,1914,,,,,,
371,f332d362-dc48-46c2-a64b-641157c0987e,disgust,15/02/2021,15/02/2021 20:35,2021,2,GIF,soccer,negative,0,1914,,,,,,
373,a2e93b29-9259-4092-a4d7-62d5e823bb74,hate,08/09/2020,08/09/2020 14:01,2020,9,video,public speaking,negative,5,2022,,,,,,
374,a2e93b29-9259-4092-a4d7-62d5e823bb74,worried,28/10/2020,28/10/2020 07:37,2020,10,video,public speaking,negative,12,2056,,,,,,
375,a2e93b29-9259-4092-a4d7-62d5e823bb74,interested,21/11/2020,21/11/2020 19:53,2020,11,video,public speaking,positive,30,2034,,,,,,
376,a2e93b29-9259-4092-a4d7-62d5e823bb74,scared,16/10/2020,16/10/2020 22:41,2020,10,video,public speaking,negative,15,2056,,,,,,
377,a2e93b29-9259-4092-a4d7-62d5e823bb74,hate,08/01/2021,08/01/2021 12:46,2021,1,video,public speaking,negative,5,2126,,,,,,
378,a2e93b29-9259-4092-a4d7-62d5e823bb74,want,07/09/2020,07/09/2020 06:55,2020,9,video,public speaking,positive,70,2022,,,,,,
